Date,Open,High,Low,Close,Volume
2012/09/20,46.64,48.58,47.03,48.58,50.0
2012/09/23,48.58,50.7,48.96,50.7,424.0
2012/09/24,50.7,53.02,51.09,53.02,680.0
2012/09/25,53.02,55.73,52.44,53.22,23525.0
2012/09/26,53.22,53.22,51.67,52.06,7492.0
2012/09/27,52.06,52.64,51.86,52.64,4606.0
2012/09/30,52.64,52.64,51.86,52.64,6767.0
2012/10/01,52.64,53.02,52.44,53.02,6043.0
2012/10/02,53.02,53.02,52.64,53.02,2251.0
2012/10/03,53.02,53.8,52.83,53.6,8229.0
2012/10/04,53.6,53.8,53.22,53.8,6753.0
2012/10/07,53.8,54.96,53.6,54.18,7385.0
2012/10/08,54.18,56.7,53.99,56.12,16611.0
2012/10/09,56.12,55.92,55.54,55.73,3600.0
2012/10/10,55.73,56.12,54.76,54.96,9473.0
2012/10/11,54.96,55.92,54.96,55.73,13811.0
2012/10/14,55.73,58.05,55.15,58.05,11944.0
2012/10/15,58.05,58.82,57.08,58.44,10712.0
2012/10/17,58.44,61.34,58.05,61.14,9818.0
2012/10/18,61.14,63.08,61.14,63.08,13045.0
2012/10/30,63.08,65.4,61.92,64.82,9489.0
2012/10/31,64.82,66.17,63.66,65.01,8134.0
2012/11/01,65.01,65.01,63.27,63.66,6371.0
2012/11/04,63.66,64.04,62.69,63.66,12667.0
2012/11/05,63.66,65.98,63.08,63.66,9272.0
2012/11/06,63.66,63.66,62.88,63.08,1627.0
2012/11/07,63.08,64.04,62.69,63.27,10139.0
2012/11/08,63.27,65.59,62.3,63.85,16030.0
2012/11/11,63.85,64.24,61.92,62.5,6706.0
2012/11/12,62.5,64.43,61.72,64.43,14935.0
2012/11/18,64.43,65.01,62.69,63.66,15326.0
2012/11/20,63.66,65.59,63.27,63.66,14402.0
2012/11/21,63.66,64.82,62.69,63.46,10222.0
2012/11/22,63.46,63.46,62.69,63.27,3370.0
2012/11/25,63.27,65.01,62.88,64.04,12425.0
2012/11/26,64.04,64.43,61.92,63.66,59238.0
2012/11/27,63.66,64.04,62.69,63.66,6415.0
2012/11/28,63.66,64.04,62.69,63.46,7881.0
2012/11/29,63.46,64.04,61.92,62.69,4349.0
2012/12/02,62.69,63.27,62.3,62.69,2423.0
2012/12/03,62.69,63.85,62.3,62.3,521.0
2012/12/04,62.3,63.46,61.92,62.88,14709.0
2012/12/05,62.88,64.62,62.88,64.43,16471.0
2012/12/06,64.43,64.04,62.69,63.08,12374.0
2012/12/09,63.08,63.08,62.5,62.69,4503.0
2012/12/10,62.69,63.27,61.72,63.08,2402.0
2012/12/11,63.08,63.27,62.69,62.88,2159.0
2012/12/13,62.88,64.04,63.46,63.46,3927.0
2012/12/16,63.46,65.2,63.46,64.43,7142.0
2012/12/17,64.43,65.78,64.04,64.82,44520.0
2012/12/18,64.82,64.24,63.27,64.24,5219.0
2012/12/19,64.24,64.62,63.85,64.62,14291.0
2012/12/20,64.62,68.49,63.85,68.49,74290.0
2012/12/23,68.49,72.74,69.26,72.74,38587.0
2012/12/24,72.74,77.0,73.52,75.06,51895.0
2012/12/26,75.06,76.22,71.58,73.52,28397.0
2012/12/27,73.52,73.52,72.16,72.36,18373.0
2012/12/31,72.36,72.16,69.26,71.0,16759.0
2013/01/01,71.0,71.39,69.46,70.42,12473.0
2013/01/02,70.42,71.2,68.49,70.04,11972.0
2013/01/03,70.04,71.58,70.42,70.62,7399.0
2013/01/06,70.62,72.16,69.26,72.16,20490.0
2013/01/07,72.16,71.39,68.88,69.65,11976.0
2013/01/08,69.65,69.46,68.49,68.49,10191.0
2013/01/09,68.49,70.04,68.49,69.26,12510.0
2013/01/10,69.26,69.07,68.3,68.3,8641.0
2013/01/13,68.3,70.81,68.1,69.84,6180.0
2013/01/15,69.84,72.94,70.62,71.97,26316.0
2013/01/16,71.97,72.55,71.39,72.16,11977.0
2013/01/17,72.16,71.58,70.81,70.81,8790.0
2013/01/20,70.81,70.04,68.3,69.07,8339.0
2013/01/21,69.07,71.39,69.84,70.81,7955.0
2013/01/22,70.81,70.62,69.84,70.23,6577.0
2013/01/23,70.23,71.2,69.46,70.04,9579.0
2013/01/24,70.04,70.04,69.26,69.46,4052.0
2013/01/27,69.46,69.65,68.68,68.88,4591.0
2013/01/28,68.88,69.65,68.88,69.65,2460.0
2013/01/30,69.65,69.65,69.07,69.65,17956.0
2013/01/31,69.65,69.65,68.88,69.26,5570.0
2013/02/03,69.26,71.0,69.65,70.62,9347.0
2013/02/04,70.62,70.62,69.65,70.04,8707.0
2013/02/05,70.04,70.62,70.04,70.42,7847.0
2013/02/06,70.42,70.04,68.1,69.26,13550.0
2013/02/07,69.26,69.46,68.68,69.07,2513.0
2013/02/10,69.07,69.65,68.49,69.46,6429.0
2013/02/12,69.46,71.97,70.04,71.97,10762.0
2013/02/13,71.97,71.2,70.23,70.62,9787.0
2013/02/14,70.62,71.39,70.81,70.81,1525.0
2013/02/17,70.81,75.26,71.58,75.26,7190.0
2013/02/19,75.26,78.16,72.94,73.71,22307.0
2013/02/20,73.71,72.94,70.62,71.39,12320.0
2013/02/21,71.39,73.71,72.16,72.94,7282.0
2013/02/24,72.94,72.55,71.2,72.55,6022.0
2013/02/25,72.55,74.1,72.16,73.13,11959.0
2013/02/26,73.13,73.71,72.36,72.74,6306.0
2013/02/27,72.74,72.36,71.2,71.39,2924.0
2013/02/28,71.39,71.78,70.62,71.39,9052.0
2013/03/03,71.39,72.16,71.2,71.78,5161.0
2013/03/04,71.78,71.97,70.81,70.81,7602.0
2013/03/05,70.81,71.0,70.23,70.81,8582.0
2013/03/06,70.81,72.16,71.0,72.16,4772.0
2013/03/07,72.16,72.55,71.78,71.78,4002.0
2013/03/11,71.78,71.97,71.0,71.58,7647.0
2013/03/13,71.58,73.32,71.97,72.55,16668.0
2013/03/14,72.55,74.1,71.97,72.55,10226.0
2013/03/17,72.55,72.55,70.42,71.39,5725.0
2013/03/18,71.39,71.39,70.42,70.42,2407.0
2013/03/19,70.42,71.39,70.62,71.2,3683.0
2013/03/20,71.2,70.42,70.04,70.04,6872.0
2013/03/21,70.04,69.65,69.65,69.65,200.0
2013/03/24,69.65,69.26,68.49,68.49,6079.0
2013/03/25,68.49,69.84,68.68,69.26,5578.0
2013/03/27,69.26,69.65,68.88,69.07,4938.0
2013/03/28,69.07,69.65,69.07,69.46,2557.0
2013/03/31,69.46,69.46,68.49,68.49,7932.0
2013/04/01,68.49,69.46,67.72,69.46,6795.0
2013/04/02,69.46,71.0,69.46,71.0,2291.0
2013/04/04,71.0,70.23,68.88,68.88,785.0
2013/04/07,68.88,69.26,68.49,69.26,5193.0
2013/04/08,69.26,69.46,68.88,69.07,2397.0
2013/04/09,69.07,70.62,68.68,70.62,1108.0
2013/04/11,70.62,70.81,69.84,70.04,3947.0
2013/04/15,70.04,71.2,69.26,69.46,5846.0
2013/04/16,69.46,69.84,69.07,69.65,1451.0
2013/04/17,69.65,69.65,69.46,69.46,3272.0
2013/04/18,69.46,69.07,68.1,68.68,2013.0
2013/04/21,68.68,68.68,67.91,68.3,2136.0
2013/04/22,68.3,67.72,65.98,66.56,9014.0
2013/04/23,66.56,68.49,67.33,67.33,3583.0
2013/04/25,67.33,67.52,66.75,66.75,2537.0
2013/04/28,66.75,66.94,66.17,66.36,2009.0
2013/04/29,66.36,67.33,66.36,66.36,2806.0
2013/04/30,66.36,66.36,65.98,66.36,482.0
2013/05/02,66.36,65.59,63.27,63.66,5240.0
2013/05/05,63.66,64.24,63.27,63.66,3246.0
2013/05/06,63.66,63.27,62.88,63.27,1583.0
2013/05/07,63.27,66.75,63.66,66.17,3139.0
2013/05/08,66.17,65.4,64.62,65.4,1192.0
2013/05/09,65.4,65.4,64.24,64.82,1957.0
2013/05/12,64.82,65.4,63.27,63.27,1905.0
2013/05/13,63.27,64.62,63.08,63.85,3339.0
2013/05/14,63.85,65.4,64.24,64.62,4876.0
