Date,Open,High,Low,Close,Volume
2019-05-22,130.0,130.0,122.0,122.0,8556.0
2019-05-23,122.5,122.5,115.0,115.0,3400.0
2019-05-26,112.0,117.0,108.5,117.0,54300.0
2019-05-27,116.0,116.0,111.5,115.5,8888.0
2019-05-28,115.5,116.5,114.0,116.5,11700.0
2019-05-29,115.5,123.0,115.5,123.0,18950.0
2019-05-30,124.0,130.0,124.0,130.0,16414.0
2019-06-02,131.5,134.0,123.5,126.0,36836.0
2019-06-03,126.0,127.5,122.0,127.5,14610.0
2019-06-04,128.0,128.5,124.5,124.5,6100.0
2019-06-06,125.5,127.0,124.0,124.5,3810.0
2019-06-10,125.0,127.0,123.0,123.5,9085.0
2019-06-11,124.5,127.5,123.5,124.0,5020.0
2019-06-12,123.5,127.5,122.0,124.0,3430.0
2019-06-13,123.0,125.0,122.5,123.0,4250.0
2019-06-16,124.0,126.0,122.5,126.0,3470.0
2019-06-17,124.5,126.0,121.5,124.0,3990.0
2019-06-18,123.0,123.0,121.0,123.0,1190.0
2019-06-19,122.0,126.5,122.0,122.0,810.0
2019-06-20,123.0,124.0,121.0,123.0,1580.0
2019-06-23,124.0,124.0,121.5,121.5,800.0
2019-06-24,120.5,122.0,120.5,121.0,1270.0
2019-06-25,120.0,122.0,120.0,121.0,866.0
2019-06-26,120.0,123.0,120.0,123.0,1950.0
2019-06-27,122.0,124.0,121.5,122.0,1540.0
2019-06-30,121.0,122.5,121.0,121.0,3730.0
2019-07-01,120.5,122.0,119.5,120.5,6390.0
2019-07-02,119.5,121.5,119.5,120.5,721.0
2019-07-03,119.5,121.0,119.5,120.0,1100.0
2019-07-04,120.0,121.0,119.5,120.0,1410.0
2019-07-07,121.0,121.0,119.5,120.0,1340.0
2019-07-08,121.0,125.0,119.5,120.0,1830.0
2019-07-09,120.0,121.0,119.5,120.5,2186.0
2019-07-10,120.0,121.0,119.5,120.0,1615.0
2019-07-11,120.0,120.0,119.5,119.5,1720.0
2019-07-14,120.0,120.0,119.0,119.5,1200.0
2019-07-15,119.5,120.5,119.0,119.5,3030.0
2019-07-16,119.5,121.0,119.5,119.5,1340.0
2019-07-17,119.0,120.5,119.0,120.0,2630.0
2019-07-18,120.0,121.5,120.0,121.0,680.0
2019-07-21,122.0,122.5,122.0,122.5,40.0
2019-07-22,121.5,121.5,119.5,121.5,1450.0
2019-07-23,120.5,120.5,119.0,119.5,1230.0
2019-07-24,120.0,121.0,119.0,119.0,2060.0
2019-07-25,119.0,120.0,119.0,119.0,1335.0
2019-07-28,118.0,119.0,115.5,118.0,11417.0
2019-07-29,118.0,119.0,117.0,117.0,3748.0
2019-07-30,116.0,119.0,116.0,117.5,1610.0
2019-07-31,116.5,119.0,116.5,118.0,990.0
2019-08-01,118.0,121.0,118.0,120.0,830.0
2019-08-04,120.0,120.0,117.0,118.0,730.0
2019-08-05,118.5,119.0,117.0,118.5,650.0
2019-08-06,117.5,118.0,116.5,117.0,690.0
2019-08-07,116.0,118.0,115.5,115.5,3450.0
2019-08-08,115.0,117.0,115.0,116.5,1900.0
2019-08-11,116.0,116.0,115.0,116.0,1080.0
2019-08-12,115.0,116.0,115.0,115.0,1385.0
2019-08-13,114.0,116.0,113.5,114.0,1320.0
2019-08-14,113.5,116.0,113.5,115.5,1030.0
2019-08-15,114.5,115.0,114.0,114.5,896.0
2019-08-18,114.5,115.5,113.0,113.5,760.0
2019-08-19,112.5,115.0,112.5,114.0,1510.0
2019-08-20,114.0,114.0,112.5,113.5,720.0
2019-08-21,112.5,114.0,111.5,113.0,2420.0
2019-08-22,112.0,113.0,112.0,112.5,1470.0
2019-08-25,111.5,111.5,110.5,111.5,390.0
2019-08-26,110.5,112.5,110.5,112.0,3150.0
2019-08-27,111.0,113.0,111.0,112.0,640.0
2019-08-28,112.0,112.5,111.0,111.0,1440.0
2019-08-29,110.0,111.5,110.0,111.5,950.0
2019-09-01,110.5,110.5,108.5,109.5,750.0
2019-09-02,108.5,109.0,108.0,108.0,700.0
2019-09-03,107.0,109.0,107.0,108.0,730.0
2019-09-04,107.0,110.5,107.0,109.5,640.0
2019-09-05,110.0,112.5,109.0,109.5,820.0
2019-09-08,108.5,108.5,106.5,107.0,890.0
2019-09-09,106.0,110.0,106.0,109.5,490.0
2019-09-10,110.5,113.5,110.5,113.5,50.0
2019-09-11,112.5,112.5,111.5,111.5,20.0
2019-09-12,110.5,110.5,106.0,107.5,3310.0
2019-09-15,106.5,106.5,103.5,104.0,1840.0
2019-09-16,103.0,104.5,102.5,102.5,2030.0
2019-09-17,103.0,106.0,103.0,106.0,986.0
