Date,Open,High,Low,Close,Volume
2014-09-01,75.55,77.53,75.55,77.53,1200.0
2014-09-03,77.53,78.53,78.53,78.53,500.0
2014-09-17,78.53,79.52,79.52,79.52,100.0
2014-09-22,79.52,79.52,79.52,79.52,500.0
2014-10-13,79.52,79.52,79.52,79.52,210.0
2014-10-14,79.52,79.52,79.52,79.52,3000.0
2014-11-10,79.52,78.53,73.89,73.89,60.0
2014-11-11,73.89,72.9,69.25,69.25,590.0
2014-11-12,69.25,68.59,68.59,68.59,110.0
2014-11-17,68.59,69.25,69.25,69.25,100.0
2014-12-01,69.25,68.59,67.27,67.27,510.0
2014-12-02,67.27,66.94,63.62,66.94,5760.0
2014-12-03,66.94,66.27,65.61,65.61,10880.0
2014-12-04,65.61,66.27,66.27,66.27,2000.0
2014-12-07,66.27,66.6,65.28,66.6,2740.0
2014-12-08,66.6,67.27,67.27,67.27,500.0
2014-12-09,67.27,69.25,67.93,69.25,150.0
2014-12-10,69.25,69.25,68.59,69.25,250.0
2014-12-15,69.25,70.25,68.59,68.59,2150.0
2014-12-16,68.59,68.59,67.93,67.93,600.0
2014-12-22,67.93,67.93,67.93,67.93,120.0
2014-12-23,67.93,67.6,66.94,66.94,130.0
2015-01-05,66.94,66.27,66.27,66.27,50.0
2015-01-06,66.27,65.61,64.95,64.95,650.0
2015-01-12,64.95,64.29,64.29,64.29,110.0
2015-01-14,64.29,63.62,63.62,63.62,60.0
2015-01-18,63.62,64.29,64.29,64.29,1000.0
2015-01-19,64.29,64.95,64.95,64.95,300.0
2015-01-22,64.95,65.61,65.61,65.61,300.0
2015-01-25,65.61,66.27,66.27,66.27,500.0
2015-01-26,66.27,68.92,66.94,68.92,440.0
2015-01-27,68.92,70.25,69.59,70.25,890.0
2015-01-29,70.25,73.89,71.24,73.89,1560.0
2015-02-02,73.89,76.87,74.89,74.89,4010.0
2015-02-03,74.89,73.89,73.89,73.89,550.0
2015-02-04,73.89,73.56,72.57,72.57,1500.0
2015-02-08,72.57,71.57,71.57,71.57,2000.0
2015-02-09,71.57,70.58,70.58,70.58,100.0
2015-02-10,70.58,69.92,69.25,69.25,6300.0
2015-02-19,69.25,69.92,69.92,69.92,350.0
2015-02-23,69.92,70.25,70.25,70.25,3000.0
2015-02-25,70.25,71.24,71.24,71.24,130.0
2015-03-01,71.24,72.24,72.24,72.24,120.0
2015-03-04,72.24,73.23,72.24,72.24,2940.0
2015-03-09,72.24,75.22,73.23,75.22,150.0
2015-03-10,75.22,74.55,74.22,74.55,12500.0
2015-03-11,74.55,75.55,75.55,75.55,540.0
2015-03-15,75.55,80.85,76.54,80.85,1000.0
2015-03-16,80.85,86.81,79.85,79.85,10500.0
2015-03-17,79.85,80.18,80.18,80.18,500.0
2015-03-18,80.18,79.19,79.19,79.19,1210.0
2015-03-19,79.19,78.2,78.2,78.2,500.0
2015-03-25,78.2,77.2,77.2,77.2,50.0
2015-04-01,77.2,76.21,75.22,75.22,100.0
2015-04-08,75.22,74.22,74.22,74.22,200.0
2015-06-07,74.22,75.22,74.22,74.22,520.0
2015-06-08,74.22,75.22,74.22,74.22,520.0
2015-06-09,74.22,75.22,75.22,75.22,20.0
2015-06-18,75.22,76.21,76.21,76.21,20.0
2015-06-23,77.2,77.2,77.2,77.2,20.0
2015-07-26,77.2,81.18,78.2,81.18,160.0
2015-07-27,81.18,80.18,80.18,80.18,1000.0
2015-07-28,80.18,80.18,80.18,80.18,5640.0
2015-07-29,80.18,80.85,80.85,80.85,100.0
2015-08-16,79.85,80.85,79.85,80.85,150.0
2015-08-20,79.85,79.85,78.86,78.86,40.0
2015-08-24,79.85,80.18,78.86,78.86,1600.0
2015-08-25,77.87,77.87,73.23,73.23,4139.0
2015-08-26,74.22,76.21,74.22,75.55,1020.0
2015-08-27,76.21,77.2,75.22,77.2,8810.0
2015-08-31,76.54,77.53,76.54,77.53,1700.0
2015-09-01,77.53,77.53,76.87,77.53,3600.0
2015-09-02,76.54,76.54,75.55,75.55,3360.0
2015-09-06,74.55,74.55,73.89,73.89,330.0
2015-09-07,72.9,73.89,72.9,73.89,330.0
2015-09-08,74.89,74.89,74.89,74.89,360.0
2015-09-09,75.88,77.2,75.88,77.2,620.0
2015-09-14,76.21,77.2,76.21,77.2,2000.0
2015-09-15,78.2,78.2,78.2,78.2,100.0
2015-09-17,78.53,83.5,78.53,83.17,4350.0
2015-09-22,82.83,82.83,82.83,82.83,20.0
2015-09-23,83.17,83.17,83.17,83.17,2280.0
2015-09-24,82.17,82.17,81.18,81.18,200.0
2015-10-01,81.18,81.18,81.18,81.18,210.0
2015-10-06,80.18,80.18,80.18,80.18,1000.0
2015-10-08,79.19,79.19,78.2,78.2,150.0
2015-10-15,77.2,77.2,76.21,76.21,190.0
2015-11-01,75.22,75.22,74.22,74.22,600.0
2015-11-18,75.22,75.22,73.89,74.22,3100.0
2015-11-19,73.23,73.23,72.24,72.24,2970.0
2015-11-22,73.23,73.23,73.23,73.23,500.0
2015-11-24,72.24,72.24,72.24,72.24,3000.0
2015-11-26,73.23,73.23,73.23,73.23,270.0
2015-11-30,72.24,72.24,72.24,72.24,1000.0
2015-12-01,72.24,71.57,71.57,71.57,1000.0
2015-12-09,72.57,72.57,72.57,72.57,500.0
2015-12-17,73.56,73.56,73.56,73.56,2280.0
2015-12-21,73.56,73.89,73.89,73.89,540.0
2015-12-24,74.89,76.87,74.89,76.87,1350.0
2016-01-04,76.87,76.87,76.87,76.87,1000.0
2016-01-05,77.87,77.87,77.87,77.87,100.0
2016-01-06,78.86,79.85,78.86,79.85,420.0
2016-01-13,79.85,78.86,78.86,78.86,100.0
2016-01-14,77.87,77.87,77.87,77.87,440.0
2016-01-31,78.86,78.86,78.86,78.86,100.0
2016-02-01,78.86,83.83,79.85,83.83,250.0
2016-02-03,83.83,90.12,84.82,90.12,60.0
2016-02-04,91.45,97.08,91.45,97.08,7449.0
2016-02-07,97.08,99.73,98.4,98.4,5100.0
2016-02-08,98.4,100.06,97.08,99.06,1120.0
2016-02-11,99.06,97.74,97.74,97.74,300.0
2016-02-14,99.06,101.71,99.06,101.71,895.0
2016-02-15,103.04,103.04,97.08,100.06,1850.0
2016-02-16,100.06,99.06,97.41,97.41,2350.0
2016-02-17,97.41,97.08,94.76,96.74,8330.0
2016-02-18,96.74,99.39,96.74,97.74,3020.0
2016-02-21,97.74,98.73,97.74,98.73,3400.0
2016-02-22,99.39,99.39,98.07,99.39,1200.0
2016-02-23,98.07,99.39,98.73,98.73,1300.0
2016-02-24,97.41,97.41,96.74,96.74,500.0
2016-02-25,97.74,98.07,97.74,98.07,820.0
2016-03-01,99.39,99.39,96.74,96.74,1010.0
2016-03-03,95.75,96.74,95.42,96.74,172.0
2016-03-10,98.07,99.39,96.74,99.39,4110.0
2016-03-13,100.06,100.72,100.06,100.72,800.0
2016-03-14,102.04,105.02,102.04,104.69,1898.0
2016-03-15,106.68,112.31,105.02,109.99,7525.0
2016-03-16,110.66,111.65,108.01,109.33,3630.0
2016-03-21,110.99,110.99,106.68,108.01,1330.0
2016-03-23,109.66,109.66,109.66,109.66,110.0
2016-03-24,109.66,108.01,106.35,106.35,300.0
2016-03-27,106.35,105.02,101.71,101.71,1390.0
2016-03-28,101.71,106.02,103.04,103.37,861.0
2016-03-29,104.03,105.02,103.37,104.69,1350.0
2016-03-31,105.02,103.37,103.37,103.37,50.0
2016-04-05,102.37,102.37,102.37,102.37,350.0
2016-04-06,102.37,105.02,103.37,103.37,3521.0
2016-04-10,103.37,105.02,105.02,105.02,300.0
2016-04-12,105.02,105.02,104.69,105.02,280.0
2016-04-14,105.02,109.99,106.68,109.66,1391.0
2016-04-19,109.66,109.99,109.99,109.99,700.0
2016-04-26,109.99,109.99,109.99,109.99,290.0
2016-04-27,109.99,111.65,109.99,111.65,810.0
2016-04-28,111.65,111.65,106.02,111.65,6918.0
2016-05-05,111.65,109.99,105.36,106.68,7628.0
2016-05-08,106.68,113.3,108.01,108.67,18023.0
2016-05-09,110.32,117.28,110.32,117.28,6681.0
2016-05-10,118.94,124.57,114.96,119.93,31065.0
2016-05-11,119.93,126.22,119.93,126.22,14475.0
2016-05-12,128.21,130.2,125.89,125.89,5955.0
2016-05-15,133.84,138.14,127.22,128.21,13618.0
2016-05-16,128.21,126.55,119.93,120.92,14477.0
2016-05-17,115.95,129.86,115.95,125.89,13193.0
2016-05-18,125.89,127.88,121.58,124.57,26053.0
2016-05-19,124.57,127.88,120.92,124.9,33415.0
2016-05-22,125.1,131.06,123.11,129.07,7553.0
2016-05-23,129.07,129.86,127.88,129.47,2794.0
2016-05-24,129.47,127.88,123.51,125.49,1240.0
2016-05-25,125.49,123.51,119.53,121.92,4493.0
2016-05-26,121.92,121.12,116.35,121.12,3278.0
2016-05-29,121.12,122.71,119.93,122.71,3979.0
2016-05-30,122.71,122.71,121.92,121.92,245.0
2016-05-31,121.92,123.9,121.92,123.9,556.0
2016-06-01,123.9,121.92,121.92,121.92,1000.0
2016-06-02,121.92,122.71,117.94,118.74,1202.0
2016-06-05,118.74,120.33,117.54,118.34,1780.0
2016-06-06,118.34,123.51,119.93,123.51,4488.0
2016-06-07,124.7,125.49,121.52,121.52,1897.0
2016-06-08,121.52,123.51,119.53,119.53,2468.0
2016-06-09,121.12,123.9,121.12,123.9,360.0
2016-06-12,123.9,127.08,124.3,124.3,2011.0
2016-06-13,124.3,127.48,123.9,127.48,1190.0
2016-06-14,129.47,133.04,126.29,131.06,1912.0
2016-06-15,131.06,131.06,126.69,127.88,1839.0
2016-06-16,127.88,132.25,127.88,131.06,2104.0
2016-06-19,131.06,131.06,127.88,131.06,949.0
2016-06-20,131.06,135.03,125.1,126.29,1398.0
2016-06-21,126.29,126.29,124.3,126.29,3754.0
2016-06-22,128.28,133.84,127.88,131.85,11112.0
